target,n_features,iterations,learning_rate,depth,lags_enabled,lag_columns,validation_MAE_scaled,validation_RMSE_scaled,validation_R2_scaled,test_MAE_scaled,test_RMSE_scaled,test_R2_scaled,validation_MAE,validation_RMSE,validation_MAPE_pct,validation_SMAPE_pct,validation_R2,MAE,RMSE,MAPE_pct,SMAPE_pct,R2,n_eval_points,metric_space
pm25,15,600,0.03,6,True,"pm25_lag_1,pm25_lag_24",0.2450461339327926,0.3371265560543935,0.8000370737406473,0.3385204754493995,0.45849871814953835,0.8603353738560652,1.215952682932125,1.9520033595589161,17.3064069969127,16.09099241692528,0.7406007406616668,2.6918187814702006,4.3210347156378575,23.48604068314803,21.53820585772089,0.814747454344894,1399,real_pm25
