source_page,source_file,downloaded_at,http_last_modified,raw_forecast_date,forecast_date,date_correction_note,generation_forecast_mwh,local_excel_path
https://kostt.com/Transparency/BasicMarketDataOnGeneration,https://kostt.com/Content/ViewFiles/Transparency/BasicMarketDataOnGeneration/Plani%20i%20prodhimit%20total%20te%20energjise%20elektrike%20per%20diten%20ne%20vijim.xlsx,2026-05-09T12:10:58,"Fri, 08 May 2026 12:54:49 GMT",2026-09-05,2026-05-09,corrected by swapping day/month using HTTP Last-Modified + 1 day,4767.878,C:\Users\perve\Desktop\air_pollution_prediction_prishtina\data\phase_3\forecasting\external\kostt_generation_plan_next_day_snapshot.xlsx
