season,MAE,RMSE,MAPE_pct,SMAPE_pct,R2,n_eval_points
Autumn,2.8758804970977487,5.105944625044264,23.034236542730547,21.882365512560703,0.7432805453084759,2303
Spring,2.487806480677157,4.429652335451634,22.372989210855547,21.55693336159021,0.7092237740999221,1769
Summer,1.5342125526169035,2.380330783041036,18.00524303174801,17.569711924100805,0.7087276149091795,3693
