model,phase,selection_strategy,target,unit,n_features,selected_candidate,best_iteration,validation_MAE,validation_RMSE,validation_MAPE_pct,validation_SMAPE_pct,validation_R2,MAE,RMSE,MAPE_pct,SMAPE_pct,R2,n_eval_points,phase2_MAE,phase2_RMSE,phase2_R2,MAE_improvement,RMSE_improvement,R2_improvement,RMSE_improvement_pct
CatBoost Tuned,phase_3,lowest validation RMSE among conservative candidates,pm25,real_pm25,15,strong_regularized_depth6,1137,1.2200447649240573,1.9457960985952483,17.312893636888383,16.149297816484783,0.7422478677336872,2.6794174544321403,4.300208620236619,23.360313537942545,21.465331820660136,0.8165288747819193,1399,2.6918187814702006,4.3210347156378575,0.814747454344894,0.012401327038060295,0.020826095401238476,0.0017814204370252273,0.48197010141734525
