target,n_rows_total,n_rows_train,n_rows_val,n_rows_test,n_features,order,seasonal_order,trend,forecast_mode,validation_MAE,validation_RMSE,validation_MAPE_pct,validation_SMAPE_pct,validation_R2,test_MAE,test_RMSE,test_MAPE_pct,test_SMAPE_pct,test_R2,aic,bic,ljung_box_pvalue
pm25,9347,6542,1402,1403,9,"(1, 0, 1)","(1, 0, 1, 24)",c,state_space_one_step_ahead,1.3354179417992593,2.043141300709609,19.120008722683423,17.95794273955481,0.7140077755707424,3.112524813804714,4.765372988305577,28.010133345110034,25.46970645722307,0.7747879766982697,9795.079233751703,9899.732642666695,7.011511477004051e-53
