datetime,date,hour,interval_start,A3_MW,A4_MW,A5_MW,B1_MW,B2_MW,total_generation_mw,co,no2,o3,pm10,pm25,so2,temperature_2m (°C),rain (mm),snowfall (cm),relative_humidity_2m (%),wind_direction_10m (°),wind_speed_10m (km/h),gap_duration
2025-04-14 06:00:00,2025-04-14,6,2025-04-14 05:00:00,74.448,106.656,0.0,0.0,213.6,394.704,302.33,13.397,51.49,19.995,14.052,12.609,9.9,0.0,0.0,72,219,4.9,0 days 07:00:00
2025-04-14 11:00:00,2025-04-14,11,2025-04-14 10:00:00,107.36,0.0,0.0,0.0,213.6,320.96,359.22,61.053,26.496,13.485,11.629,11.002,14.8,0.0,0.0,64,193,7.4,0 days 04:00:00
2025-04-14 17:00:00,2025-04-14,17,2025-04-14 16:00:00,126.192,0.0,0.0,0.0,214.4,340.592,761.25,26.594,26.957,8.435,5.776,2.722,15.5,0.3,0.0,70,186,9.6,0 days 02:00:00
2025-04-17 15:00:00,2025-04-17,15,2025-04-17 14:00:00,117.744,0.0,0.0,0.0,218.8,336.544,500.34,26.274,18.876,16.391,6.806,5.186,22.6,0.0,0.0,50,154,21.6,0 days 02:00:00
2025-04-22 10:00:00,2025-04-22,10,2025-04-22 09:00:00,117.04,116.688,0.0,0.0,220.0,453.728,491.23,34.719,8.876,18.467,9.1,5.68,18.0,0.0,0.0,62,276,3.6,4 days 13:00:00
2025-04-22 14:00:00,2025-04-22,14,2025-04-22 13:00:00,120.032,108.944,0.0,0.0,208.8,437.776,312.1,33.675,22.36,15.97,4.574,7.898,20.2,0.0,0.0,48,72,14.6,0 days 03:00:00
2025-04-22 18:00:00,2025-04-22,18,2025-04-22 17:00:00,117.744,105.776,0.0,0.0,209.6,433.12,312.1,34.014,29.423,15.97,4.574,7.898,18.7,0.0,0.0,59,105,5.4,0 days 04:00:00
2025-04-22 21:00:00,2025-04-22,21,2025-04-22 20:00:00,117.04,108.416,0.0,0.0,221.2,446.656,316.57,34.014,24.958,9.526,7.631,5.635,11.0,0.0,0.0,94,77,3.1,0 days 02:00:00
2025-04-23 16:00:00,2025-04-23,16,2025-04-23 15:00:00,121.44,110.528,0.0,0.0,206.8,438.768,386.995,29.353,75.743,17.516,8.408,16.73,17.0,0.0,0.0,67,55,6.6,0 days 18:00:00
2025-04-24 18:00:00,2025-04-24,18,2025-04-24 17:00:00,116.16,107.184,0.0,0.0,207.2,430.544,428.175,38.408,16.272,22.981,10.937,19.452,15.4,0.0,0.0,70,190,2.0,0 days 06:00:00
2025-04-25 01:00:00,2025-04-25,1,2025-04-25 00:00:00,119.68,110.0,0.0,204.8,210.4,644.88,470.105,36.535,22.548,15.654,11.331,12.569,10.1,0.0,0.0,89,63,1.2,0 days 02:00:00
2025-04-25 18:00:00,2025-04-25,18,2025-04-25 17:00:00,111.408,112.64,0.0,206.0,207.6,637.648,453.72,44.791,50.72,21.926,12.284,14.254,16.0,0.1,0.0,69,253,10.0,0 days 02:00:00
2025-04-26 11:00:00,2025-04-26,11,2025-04-26 10:00:00,115.104,112.64,0.0,238.0,219.6,685.344,416.32,28.999,36.39,18.53,8.448,11.963,15.7,0.4,0.0,71,89,8.5,0 days 02:00:00
2025-04-28 14:00:00,2025-04-28,14,2025-04-28 13:00:00,123.552,112.816,0.0,243.2,0.0,479.568,431.14,19.488,35.213,12.901,6.34,8.312,17.1,0.0,0.0,51,54,16.2,0 days 02:00:00
2025-04-29 12:00:00,2025-04-29,12,2025-04-29 11:00:00,115.28,110.352,0.0,244.8,0.0,470.432,400.425,35.616,37.429,20.321,7.355,9.374,15.9,0.0,0.0,41,43,15.7,0 days 02:00:00
2025-04-29 17:00:00,2025-04-29,17,2025-04-29 16:00:00,121.088,109.648,0.0,243.6,0.0,474.336,500.14,36.917,28.093,6.495,2.758,5.599,17.0,0.0,0.0,46,22,17.4,0 days 04:00:00
2025-04-30 18:00:00,2025-04-30,18,2025-04-30 17:00:00,124.608,109.296,0.0,248.8,0.0,482.704,383.95,32.751,85.63,8.157,3.256,9.865,17.2,0.0,0.0,53,13,14.8,0 days 05:00:00
2025-05-01 07:00:00,2025-05-01,7,2025-05-01 06:00:00,110.0,107.712,0.0,248.4,0.0,466.112,406.76,9.158,49.965,12.965,9.818,9.754,9.0,0.0,0.0,83,55,5.3,0 days 02:00:00
2025-05-01 12:00:00,2025-05-01,12,2025-05-01 11:00:00,114.224,105.952,0.0,234.4,0.0,454.576,403.75,20.604,66.14,13.755,8.261,11.379,18.7,0.0,0.0,46,30,18.7,0 days 02:00:00
2025-05-01 20:00:00,2025-05-01,20,2025-05-01 19:00:00,115.632,105.776,0.0,250.8,0.0,472.208,412.595,31.056,62.59,10.828,5.904,9.956,14.1,0.0,0.0,62,24,7.9,0 days 02:00:00
2025-05-01 23:00:00,2025-05-01,23,2025-05-01 22:00:00,117.92,106.832,0.0,249.6,0.0,474.352,488.625,72.619,32.198,26.543,14.247,11.352,10.6,0.0,0.0,76,45,2.0,0 days 02:00:00
2025-05-02 18:00:00,2025-05-02,18,2025-05-02 17:00:00,120.736,107.184,0.0,248.4,0.0,476.3200000000001,411.395,23.028,30.187,7.48,3.449,10.572,19.2,0.0,0.0,46,48,11.0,0 days 06:00:00
2025-05-04 04:00:00,2025-05-04,4,2025-05-04 03:00:00,108.768,99.968,0.0,250.4,0.0,459.136,417.81,33.061,16.156,10.644,5.222,11.067,11.8,0.0,0.0,58,261,1.1,1 days 10:00:00
2025-05-04 18:00:00,2025-05-04,18,2025-05-04 17:00:00,101.2,101.728,0.0,248.8,0.0,451.728,403.72,26.156,25.839,22.008,6.242,12.498,21.2,0.0,0.0,39,242,16.1,0 days 13:00:00
2025-05-05 01:00:00,2025-05-05,1,2025-05-05 00:00:00,109.296,103.312,0.0,248.4,0.0,461.008,434.645,57.977,21.303,18.077,8.739,11.954,13.6,0.0,0.0,54,284,1.5,0 days 07:00:00
2025-05-05 05:00:00,2025-05-05,5,2025-05-05 04:00:00,110.352,104.192,0.0,250.0,0.0,464.544,414.245,25.234,20.085,10.611,6.664,12.48,12.4,0.0,0.0,60,257,1.7,0 days 04:00:00
2025-05-05 09:00:00,2025-05-05,9,2025-05-05 08:00:00,111.408,105.6,0.0,249.2,0.0,466.208,429.305,37.025,11.418,17.663,9.794,18.343,17.6,0.0,0.0,52,232,10.3,0 days 04:00:00
2025-05-05 13:00:00,2025-05-05,13,2025-05-05 12:00:00,116.688,105.6,0.0,249.6,0.0,471.888,606.69,37.615,25.949,20.774,8.486,9.589,20.6,0.0,0.0,47,239,14.8,0 days 03:00:00
2025-05-06 16:00:00,2025-05-06,16,2025-05-06 15:00:00,117.568,101.904,0.0,248.0,0.0,467.472,439.15,24.458,23.743,19.211,8.049,12.527,22.5,0.0,0.0,37,222,21.3,0 days 02:00:00
2025-05-06 22:00:00,2025-05-06,22,2025-05-06 21:00:00,114.4,110.176,0.0,249.2,0.0,473.776,446.155,29.006,20.199,20.641,13.042,12.264,14.4,0.0,0.0,72,228,11.1,0 days 02:00:00
2025-05-07 21:00:00,2025-05-07,21,2025-05-07 20:00:00,112.288,107.536,0.0,250.0,0.0,469.824,457.035,27.413,15.914,10.537,5.69,12.96,12.8,0.0,0.0,86,41,8.6,0 days 04:00:00
2025-05-07 23:00:00,2025-05-07,23,2025-05-07 22:00:00,114.576,101.2,0.0,250.4,0.0,466.176,466.62,32.671,30.946,9.254,6.314,11.78,10.6,0.0,0.0,94,75,4.1,0 days 02:00:00
2025-05-09 01:00:00,2025-05-09,1,2025-05-09 00:00:00,122.32,107.184,0.0,249.6,0.0,479.104,443.165,52.434,30.586,14.838,6.484,12.612,8.1,0.0,0.0,78,33,3.0,0 days 02:00:00
2025-05-09 23:00:00,2025-05-09,23,2025-05-09 22:00:00,116.688,104.544,0.0,248.8,0.0,470.032,455.82,34.128,17.942,11.344,7.081,9.885,10.8,0.0,0.0,66,38,16.2,0 days 02:00:00
2025-05-12 11:00:00,2025-05-12,11,2025-05-12 10:00:00,123.2,0.0,0.0,247.2,0.0,370.4,493.905,25.12,20.538,19.476,14.328,11.596,16.8,0.0,0.0,43,17,9.2,0 days 03:00:00
2025-05-13 17:00:00,2025-05-13,17,2025-05-13 16:00:00,123.552,0.0,0.0,249.6,0.0,373.152,600.25,38.231,26.064,6.176,4.313,7.121,14.1,0.0,0.0,37,31,16.0,0 days 02:00:00
2025-05-13 19:00:00,2025-05-13,19,2025-05-13 18:00:00,121.264,0.0,0.0,248.0,0.0,369.264,452.375,30.697,55.65,8.567,5.98,12.031,12.3,0.0,0.0,41,24,16.1,0 days 02:00:00
2025-05-14 09:00:00,2025-05-14,9,2025-05-14 08:00:00,111.408,0.0,0.0,246.0,0.0,357.408,453.995,19.86,22.584,12.567,9.147,10.549,11.9,0.0,0.0,43,354,1.6,0 days 02:00:00
2025-05-14 14:00:00,2025-05-14,14,2025-05-14 13:00:00,123.904,0.0,0.0,210.4,0.0,334.304,435.84,30.834,60.787,6.496,3.63,10.901,18.0,0.0,0.0,24,128,5.9,0 days 05:00:00
2025-05-17 14:00:00,2025-05-17,14,2025-05-17 13:00:00,0.0,0.0,0.0,250.0,0.0,250.0,452.225,19.131,49.429,6.11,3.401,11.642,14.0,0.0,0.0,47,311,7.4,0 days 02:00:00
2025-05-17 16:00:00,2025-05-17,16,2025-05-17 15:00:00,0.0,0.0,0.0,250.8,0.0,250.8,451.115,18.867,56.124,5.873,3.312,12.308,14.7,0.0,0.0,43,312,7.3,0 days 02:00:00
2025-05-17 21:00:00,2025-05-17,21,2025-05-17 20:00:00,0.0,0.0,0.0,249.2,0.0,249.2,469.275,30.625,42.469,12.495,5.02,13.106,8.7,0.0,0.0,84,251,8.2,0 days 05:00:00
2025-05-19 08:00:00,2025-05-19,8,2025-05-19 07:00:00,0.0,0.0,0.0,245.6,0.0,245.6,488.85,16.049,31.297,6.21,5.08,9.799,11.9,0.0,0.0,72,242,3.1,0 days 02:00:00
2025-05-19 13:00:00,2025-05-19,13,2025-05-19 12:00:00,0.0,0.0,118.976,248.0,0.0,366.976,488.46,29.247,53.116,12.034,4.292,10.729,17.5,0.0,0.0,60,240,17.8,0 days 02:00:00
2025-05-20 02:00:00,2025-05-20,2,2025-05-20 01:00:00,0.0,0.0,123.2,248.4,0.0,371.6,593.395,53.886,22.54,11.301,9.508,15.18,9.1,0.0,0.0,96,293,1.4,0 days 02:00:00
2025-05-20 04:00:00,2025-05-20,4,2025-05-20 03:00:00,0.0,0.0,119.504,248.4,0.0,367.904,554.15,25.384,17.512,10.308,8.488,9.449,8.4,0.0,0.0,98,45,0.8,0 days 02:00:00
2025-05-20 06:00:00,2025-05-20,6,2025-05-20 05:00:00,0.0,0.0,121.088,249.2,0.0,370.288,510.89,14.301,19.155,8.056,5.733,9.881,9.1,0.0,0.0,95,45,0.3,0 days 02:00:00
2025-05-20 10:00:00,2025-05-20,10,2025-05-20 09:00:00,0.0,0.0,120.56,250.0,0.0,370.56,715.04,31.701,6.754,9.396,6.431,4.147,16.8,0.0,0.0,62,254,7.7,0 days 04:00:00
2025-05-20 14:00:00,2025-05-20,14,2025-05-20 13:00:00,0.0,0.0,119.152,247.6,0.0,366.752,503.66,21.364,58.546,10.353,4.813,12.846,21.0,0.0,0.0,38,247,5.9,0 days 04:00:00
2025-05-20 19:00:00,2025-05-20,19,2025-05-20 18:00:00,0.0,0.0,120.736,250.8,0.0,371.536,484.595,22.33,64.71,8.637,3.397,10.182,18.9,0.0,0.0,54,209,4.1,0 days 04:00:00
2025-05-23 17:00:00,2025-05-23,17,2025-05-23 16:00:00,0.0,0.0,117.04,247.2,0.0,364.24,695.35,30.068,25.542,11.099,3.709,7.891,21.5,0.0,0.0,42,236,23.6,0 days 04:00:00
2025-05-24 18:00:00,2025-05-24,18,2025-05-24 17:00:00,122.144,0.0,120.736,250.0,0.0,492.88,537.82,28.551,31.143,5.598,4.854,10.894,10.4,0.0,0.0,77,36,14.4,0 days 06:00:00
2025-05-26 00:00:00,2025-05-26,0,2025-05-25 23:00:00,0.0,0.0,125.312,248.4,0.0,373.712,831.86,72.938,3.057,16.939,11.986,7.804,6.0,0.0,0.0,83,270,1.8,0 days 02:00:00
2025-05-26 15:00:00,2025-05-26,15,2025-05-26 14:00:00,0.0,0.0,123.904,248.0,0.0,371.904,693.74,37.346,27.911,8.366,2.988,6.423,19.1,0.0,0.0,33,326,19.7,0 days 04:00:00
2025-05-26 19:00:00,2025-05-26,19,2025-05-26 18:00:00,0.0,0.0,126.72,249.2,0.0,375.92,503.025,27.759,46.185,7.882,3.113,12.855,16.1,0.0,0.0,55,301,12.2,0 days 02:00:00
2025-05-26 22:00:00,2025-05-26,22,2025-05-26 21:00:00,0.0,0.0,127.072,248.4,0.0,375.472,521.745,22.598,38.774,5.991,3.288,12.642,11.6,0.0,0.0,80,333,5.9,0 days 03:00:00
2025-05-30 02:00:00,2025-05-30,2,2025-05-30 01:00:00,0.0,0.0,121.968,248.0,0.0,369.968,833.67,22.247,41.848,8.38,5.801,11.686,9.9,0.1,0.0,89,285,2.8,0 days 02:00:00
2025-05-30 23:00:00,2025-05-30,23,2025-05-30 22:00:00,121.968,0.0,121.616,248.4,0.0,491.984,829.15,28.851,35.909,14.969,10.181,13.104,9.5,0.0,0.0,86,14,4.5,0 days 04:00:00
2025-05-31 03:00:00,2025-05-31,3,2025-05-31 02:00:00,111.584,0.0,122.848,248.8,0.0,483.232,845.8,46.261,16.185,15.65,10.517,12.782,7.9,0.0,0.0,87,39,4.9,0 days 02:00:00
2025-05-31 08:00:00,2025-05-31,8,2025-05-31 07:00:00,118.096,0.0,125.312,246.8,0.0,490.208,558.165,15.002,21.07,7.026,5.494,10.324,13.7,0.0,0.0,63,16,4.5,0 days 02:00:00
2025-05-31 13:00:00,2025-05-31,13,2025-05-31 12:00:00,114.928,0.0,125.136,246.8,0.0,486.864,788.64,23.746,54.863,8.115,4.308,17.679,19.6,0.0,0.0,38,34,14.6,0 days 04:00:00
2025-05-31 15:00:00,2025-05-31,15,2025-05-31 14:00:00,115.456,0.0,127.952,248.0,0.0,491.408,781.16,33.322,25.427,4.964,2.884,4.152,20.4,0.0,0.0,33,38,13.1,0 days 02:00:00
2025-05-31 18:00:00,2025-05-31,18,2025-05-31 17:00:00,107.008,0.0,127.952,249.6,0.0,484.56,794.94,24.689,59.157,6.482,3.729,10.763,19.8,0.0,0.0,36,17,16.9,0 days 02:00:00
2025-06-01 11:00:00,2025-06-01,11,2025-06-01 10:00:00,126.192,0.0,123.2,249.6,0.0,498.992,799.69,25.995,50.297,9.513,7.591,10.822,21.4,0.0,0.0,34,10,3.1,0 days 02:00:00
2025-06-02 00:00:00,2025-06-02,0,2025-06-01 23:00:00,118.096,0.0,118.976,248.4,0.0,485.472,950.99,65.868,1.563,15.587,8.258,4.987,13.1,0.0,0.0,66,105,2.1,0 days 02:00:00
2025-06-02 11:00:00,2025-06-02,11,2025-06-02 10:00:00,121.44,0.0,115.984,244.8,0.0,482.224,863.92,42.61,29.207,35.644,19.396,17.607,25.1,0.0,0.0,34,234,8.5,0 days 02:00:00
2025-06-04 02:00:00,2025-06-04,2,2025-06-04 01:00:00,123.552,0.0,120.56,207.2,0.0,451.312,1507.87,42.475,10.353,19.842,12.485,12.002,17.0,0.0,0.0,68,287,1.9,1 days 14:00:00
2025-06-04 12:00:00,2025-06-04,12,2025-06-04 11:00:00,119.152,0.0,118.272,212.0,0.0,449.424,1328.83,19.796,44.071,15.743,6.016,16.009,29.5,0.0,0.0,27,246,3.1,0 days 08:00:00
2025-06-04 16:00:00,2025-06-04,16,2025-06-04 15:00:00,122.848,0.0,118.976,247.6,0.0,489.424,1308.05,33.761,58.638,18.71,6.534,30.59,31.9,0.0,0.0,23,227,8.7,0 days 03:00:00
2025-06-04 22:00:00,2025-06-04,22,2025-06-04 21:00:00,119.328,0.0,124.256,246.0,0.0,489.584,1308.63,46.412,31.525,22.982,7.153,13.097,23.8,0.0,0.0,43,212,1.7,0 days 06:00:00
2025-06-06 11:00:00,2025-06-06,11,2025-06-06 10:00:00,110.0,0.0,117.392,248.4,0.0,475.792,1317.96,13.605,33.383,17.736,13.042,13.146,29.0,0.0,0.0,28,254,8.4,0 days 02:00:00
2025-06-06 14:00:00,2025-06-06,14,2025-06-06 13:00:00,106.48,0.0,124.608,244.4,0.0,475.48800000000006,1243.39,17.29,101.725,11.111,6.178,12.338,32.0,0.0,0.0,20,261,11.3,0 days 02:00:00
2025-06-08 14:00:00,2025-06-08,14,2025-06-08 13:00:00,107.536,0.0,117.04,244.4,0.0,468.976,1195.09,21.77,106.751,21.213,8.197,21.662,33.4,0.0,0.0,18,238,8.5,0 days 21:00:00
2025-06-08 19:00:00,2025-06-08,19,2025-06-08 18:00:00,103.664,0.0,115.632,247.6,0.0,466.896,1168.36,17.258,64.134,12.994,5.839,13.914,30.1,0.0,0.0,29,250,16.3,0 days 05:00:00
2025-06-09 01:00:00,2025-06-09,1,2025-06-09 00:00:00,110.0,0.0,123.024,248.4,0.0,481.424,1356.42,61.305,12.648,31.781,13.841,14.519,20.8,0.0,0.0,44,301,3.1,0 days 06:00:00
2025-06-09 10:00:00,2025-06-09,10,2025-06-09 09:00:00,109.472,0.0,125.664,248.8,0.0,483.936,1245.47,28.697,17.67,18.063,7.758,8.614,22.4,0.0,0.0,43,36,18.3,0 days 08:00:00
2025-06-09 16:00:00,2025-06-09,16,2025-06-09 15:00:00,108.24,0.0,120.384,248.0,0.0,476.624,1259.86,21.998,51.917,17.854,7.643,20.735,23.5,0.0,0.0,35,35,24.5,0 days 02:00:00
2025-06-09 23:00:00,2025-06-09,23,2025-06-09 22:00:00,124.432,0.0,123.024,249.6,0.0,497.056,425.25,25.493,55.067,19.449,11.53,5.051,16.1,0.0,0.0,40,32,12.1,0 days 02:00:00
2025-06-11 22:00:00,2025-06-11,22,2025-06-11 21:00:00,116.16,0.0,111.584,247.6,0.0,475.344,1057.175,29.314,61.881,17.384,9.839,20.664,20.3,0.0,0.0,59,34,11.0,0 days 03:00:00
2025-06-12 08:00:00,2025-06-12,8,2025-06-12 07:00:00,99.968,0.0,98.032,248.8,0.0,446.8,1016.59,27.752,47.252,56.21,19.173,12.851,20.0,0.0,0.0,44,7,4.4,0 days 10:00:00
2025-06-12 11:00:00,2025-06-12,11,2025-06-12 10:00:00,108.944,0.0,101.904,250.8,0.0,461.648,997.88,26.206,60.711,21.303,10.271,14.529,25.6,0.0,0.0,30,29,8.1,0 days 03:00:00
2025-06-12 21:00:00,2025-06-12,21,2025-06-12 20:00:00,107.36,0.0,121.44,248.4,0.0,477.2000000000001,1581.91,27.97,43.26,16.027,8.91,14.706,20.2,0.0,0.0,50,36,14.3,0 days 02:00:00
2025-06-13 09:00:00,2025-06-13,9,2025-06-13 08:00:00,91.168,0.0,126.016,248.0,0.0,465.184,1030.67,29.807,40.211,21.721,13.4,12.391,21.7,0.0,0.0,41,28,7.3,0 days 12:00:00
2025-06-15 08:00:00,2025-06-15,8,2025-06-15 07:00:00,115.808,0.0,124.432,248.8,0.0,489.04,946.31,13.711,50.186,9.397,7.207,11.908,18.6,0.0,0.0,47,191,0.9,0 days 02:00:00
2025-06-15 20:00:00,2025-06-15,20,2025-06-15 19:00:00,113.168,0.0,122.144,247.6,0.0,482.912,972.045,19.675,76.9,10.013,5.993,13.745,21.0,0.0,0.0,36,39,14.8,0 days 03:00:00
2025-06-16 01:00:00,2025-06-16,1,2025-06-16 00:00:00,114.224,0.0,121.616,249.2,0.0,485.04,1032.205,47.321,68.616,26.735,12.389,20.009,14.7,0.0,0.0,64,52,4.1,0 days 03:00:00
2025-06-16 13:00:00,2025-06-16,13,2025-06-16 12:00:00,111.936,0.0,128.832,248.4,0.0,489.168,967.725,24.921,76.063,24.116,9.822,16.741,28.6,0.0,0.0,21,18,5.3,0 days 05:00:00
2025-06-16 15:00:00,2025-06-16,15,2025-06-16 14:00:00,120.384,0.0,125.488,244.0,0.0,489.872,1487.26,24.921,43.972,12.316,5.224,6.699,30.1,0.0,0.0,17,40,8.4,0 days 02:00:00
2025-06-16 22:00:00,2025-06-16,22,2025-06-16 21:00:00,117.216,0.0,119.504,247.6,0.0,484.32,986.225,40.586,55.063,14.588,6.807,14.052,21.9,0.0,0.0,43,41,9.3,0 days 07:00:00
2025-06-17 03:00:00,2025-06-17,3,2025-06-17 02:00:00,116.16,0.0,123.552,220.4,0.0,460.112,1093.625,56.124,24.969,36.218,18.894,20.061,15.6,0.0,0.0,65,48,4.3,0 days 05:00:00
2025-06-17 05:00:00,2025-06-17,5,2025-06-17 04:00:00,113.52,0.0,116.864,222.0,0.0,452.384,1030.89,26.153,43.682,24.204,16.375,13.023,15.2,0.0,0.0,79,57,7.9,0 days 02:00:00
2025-06-17 07:00:00,2025-06-17,7,2025-06-17 06:00:00,114.752,0.0,118.096,230.8,0.0,463.648,1019.91,18.779,40.929,27.752,16.103,12.625,18.4,0.0,0.0,80,36,12.0,0 days 02:00:00
2025-06-17 09:00:00,2025-06-17,9,2025-06-17 08:00:00,113.872,0.0,122.672,244.8,0.0,481.344,994.125,25.716,40.876,22.96,11.872,14.579,21.9,0.0,0.0,61,43,14.7,0 days 02:00:00
2025-06-17 15:00:00,2025-06-17,15,2025-06-17 14:00:00,115.28,0.0,124.08,0.0,0.0,239.36,1526.62,19.968,34.145,13.371,7.575,7.121,29.5,0.0,0.0,29,34,13.0,0 days 06:00:00
2025-06-18 01:00:00,2025-06-18,1,2025-06-18 00:00:00,112.112,0.0,3.696,242.0,0.0,357.808,1008.9,21.667,107.83,12.574,6.74,13.761,18.5,0.0,0.0,71,33,10.5,0 days 10:00:00
2025-06-18 07:00:00,2025-06-18,7,2025-06-18 06:00:00,113.696,0.0,0.0,246.0,0.0,359.696,445.09,10.043,55.604,11.536,8.626,7.619,18.6,0.0,0.0,74,36,10.2,0 days 03:00:00
2025-06-18 09:00:00,2025-06-18,9,2025-06-18 08:00:00,112.64,0.0,0.0,247.2,0.0,359.84,992.665,15.766,44.815,13.001,9.673,13.152,22.7,0.0,0.0,56,34,12.2,0 days 02:00:00
2025-06-19 13:00:00,2025-06-19,13,2025-06-19 12:00:00,0.0,0.0,0.0,83.6,0.0,83.6,359.32,26.515,60.228,20.062,10.765,13.942,29.4,0.0,0.0,33,188,2.5,0 days 03:00:00
2025-06-19 23:00:00,2025-06-19,23,2025-06-19 22:00:00,0.0,0.0,0.0,233.6,0.0,233.6,388.935,33.884,51.931,24.607,14.985,14.687,20.0,0.0,0.0,69,63,5.1,0 days 10:00:00
2025-06-20 01:00:00,2025-06-20,1,2025-06-20 00:00:00,0.0,0.0,0.0,236.8,0.0,236.8,365.58,26.689,63.724,23.979,16.768,13.873,18.6,0.0,0.0,77,46,5.2,0 days 02:00:00
2025-06-20 16:00:00,2025-06-20,16,2025-06-20 15:00:00,117.392,0.0,0.0,235.6,0.0,352.992,317.295,26.032,65.032,14.08,7.048,14.307,27.0,0.0,0.0,35,24,16.1,0 days 05:00:00
2025-06-20 21:00:00,2025-06-20,21,2025-06-20 20:00:00,118.976,0.0,0.0,231.6,0.0,350.576,310.635,29.193,65.954,16.937,7.832,17.547,20.0,0.0,0.0,49,45,16.0,0 days 04:00:00
2025-06-21 00:00:00,2025-06-21,0,2025-06-20 23:00:00,121.792,0.0,0.0,233.6,0.0,355.392,145.81,26.202,38.127,11.856,4.861,8.653,17.0,0.0,0.0,57,36,8.0,0 days 02:00:00
2025-06-26 02:00:00,2025-06-26,2,2025-06-26 01:00:00,0.0,0.0,124.432,242.8,0.0,367.232,502.92,56.03,21.162,29.388,17.367,15.543,22.1,0.0,0.0,53,49,1.9,0 days 04:00:00
2025-06-26 22:00:00,2025-06-26,22,2025-06-26 21:00:00,0.0,0.0,123.024,244.8,0.0,367.824,475.12,31.675,69.816,18.241,10.338,25.709,27.0,0.0,0.0,34,52,7.6,0 days 04:00:00
2025-06-29 03:00:00,2025-06-29,3,2025-06-29 02:00:00,0.0,0.0,125.84,243.2,0.0,369.04,253.745,42.489,43.152,17.508,9.535,18.827,15.9,0.0,0.0,78,326,1.3,0 days 03:00:00
2025-06-29 08:00:00,2025-06-29,8,2025-06-29 07:00:00,68.64,0.0,115.984,243.2,0.0,427.824,241.08,22.645,35.75,10.567,7.659,18.922,21.1,0.0,0.0,48,15,10.8,0 days 02:00:00
2025-07-01 10:00:00,2025-07-01,10,2025-07-01 09:00:00,123.552,0.0,121.264,244.8,0.0,489.616,235.36,28.429,26.17,11.906,6.688,19.07,27.9,0.0,0.0,38,331,4.5,0 days 02:00:00
2025-07-02 11:00:00,2025-07-02,11,2025-07-02 10:00:00,113.52,0.0,125.312,244.4,0.0,483.232,309.89,23.639,68.99,15.535,6.149,24.754,27.8,0.0,0.0,14,32,9.8,0 days 02:00:00
2025-07-04 20:00:00,2025-07-04,20,2025-07-04 19:00:00,117.04,0.0,120.736,241.6,0.0,479.376,292.285,29.642,53.911,7.868,2.921,12.145,30.1,0.0,0.0,18,50,9.7,0 days 03:00:00
2025-07-04 22:00:00,2025-07-04,22,2025-07-04 21:00:00,119.856,0.0,127.424,244.0,0.0,491.28,301.875,41.732,54.175,10.52,3.991,17.322,27.4,0.0,0.0,26,39,13.8,0 days 02:00:00
2025-07-07 02:00:00,2025-07-07,2,2025-07-07 01:00:00,118.448,0.0,123.904,244.4,0.0,486.752,418.975,54.302,32.926,22.65,12.781,22.593,23.1,0.0,0.0,36,163,3.0,0 days 03:00:00
2025-07-09 07:00:00,2025-07-09,7,2025-07-09 06:00:00,115.808,0.0,115.104,242.8,0.0,473.712,394.04,11.957,25.984,17.812,13.955,23.877,17.8,0.3,0.0,82,30,10.6,0 days 02:00:00
2025-07-09 13:00:00,2025-07-09,13,2025-07-09 12:00:00,121.088,0.0,115.984,244.4,0.0,481.472,344.47,17.44,46.373,26.523,4.957,22.398,16.6,0.8,0.0,73,33,17.6,0 days 06:00:00
2025-07-09 15:00:00,2025-07-09,15,2025-07-09 14:00:00,121.44,0.0,118.448,242.4,0.0,482.288,352.56,15.938,37.17,5.002,1.848,21.855,15.8,0.6,0.0,74,27,17.6,0 days 02:00:00
2025-07-09 17:00:00,2025-07-09,17,2025-07-09 16:00:00,119.328,0.0,120.56,244.0,0.0,483.888,360.42,19.151,27.006,2.368,1.902,20.956,19.1,0.0,0.0,53,351,12.9,0 days 02:00:00
2025-07-09 20:00:00,2025-07-09,20,2025-07-09 19:00:00,121.44,0.0,121.264,248.0,0.0,490.704,358.645,21.1,31.053,5.676,4.086,20.888,17.0,0.0,0.0,48,342,12.0,0 days 03:00:00
2025-07-11 02:00:00,2025-07-11,2,2025-07-11 01:00:00,115.104,0.0,124.256,244.4,0.0,483.76,390.86,45.048,21.043,11.398,6.247,20.156,12.0,0.0,0.0,89,63,3.6,0 days 04:00:00
2025-07-12 00:00:00,2025-07-12,0,2025-07-11 23:00:00,120.736,0.0,124.784,244.0,0.0,489.52,300.47,41.679,23.248,11.367,8.778,17.023,13.9,0.0,0.0,72,51,3.7,0 days 02:00:00
2025-07-13 09:00:00,2025-07-13,9,2025-07-13 08:00:00,120.208,0.0,124.256,244.4,0.0,488.864,388.095,24.403,33.076,20.383,13.371,24.951,24.5,0.0,0.0,34,234,4.2,0 days 02:00:00
2025-07-14 12:00:00,2025-07-14,12,2025-07-14 11:00:00,110.176,0.0,113.872,238.4,0.0,462.448,465.36,33.222,50.618,20.89,7.943,95.501,31.8,0.0,0.0,17,235,3.5,0 days 02:00:00
2025-07-22 07:00:00,2025-07-22,7,2025-07-22 06:00:00,112.464,4.224,117.04,242.8,0.0,476.528,257.975,20.131,38.275,13.604,8.717,38.692,23.0,0.0,0.0,50,27,1.2,0 days 02:00:00
