datetime,date,hour,interval_start,A3_MW,A4_MW,A5_MW,B1_MW,B2_MW,total_generation_mw,co,no2,o3,pm10,pm25,so2,temperature_2m (°C),rain (mm),snowfall (cm),relative_humidity_2m (%),wind_direction_10m (°),wind_speed_10m (km/h),gap_duration
2025-07-22 10:00:00,2025-07-22,10,2025-07-22 09:00:00,107.536,85.184,118.272,244.4,0.0,555.392,100.96,43.768,38.275,14.111,6.457,24.024,30.4,0.0,0.0,30,7,1.5,0 days 03:00:00
2025-07-24 18:00:00,2025-07-24,18,2025-07-24 17:00:00,0.0,107.536,110.88,225.2,0.0,443.616,482.27,33.328,118.102,16.653,7.221,54.197,35.4,0.0,0.0,19,279,2.4,0 days 02:00:00
2025-07-24 23:00:00,2025-07-24,23,2025-07-24 22:00:00,0.0,108.944,112.64,238.4,0.0,459.984,540.17,75.284,36.635,45.821,14.426,27.904,26.7,0.0,0.0,33,63,0.4,0 days 03:00:00
2025-07-25 08:00:00,2025-07-25,8,2025-07-25 07:00:00,0.0,105.952,110.704,241.6,0.0,458.256,499.46,15.276,63.31,26.337,17.774,31.384,26.7,0.0,0.0,38,243,2.0,0 days 06:00:00
2025-07-25 13:00:00,2025-07-25,13,2025-07-25 12:00:00,0.0,110.0,111.232,234.8,0.0,456.032,485.2,40.278,86.681,29.198,10.11,64.933,36.3,0.0,0.0,19,208,2.7,0 days 05:00:00
2025-07-25 16:00:00,2025-07-25,16,2025-07-25 15:00:00,0.0,111.76,109.824,224.4,0.0,445.984,464.15,33.374,100.45,32.549,9.857,76.555,37.6,0.0,0.0,15,353,6.3,0 days 02:00:00
2025-07-25 18:00:00,2025-07-25,18,2025-07-25 17:00:00,0.0,109.296,110.352,217.6,0.0,437.2480000000001,771.18,23.637,98.934,15.83,5.434,28.203,36.2,0.0,0.0,17,17,13.6,0 days 02:00:00
2025-07-26 14:00:00,2025-07-26,14,2025-07-26 13:00:00,0.0,110.0,106.304,215.2,0.0,431.504,804.895,26.415,91.407,25.387,9.852,22.808,39.8,0.0,0.0,11,188,10.5,0 days 02:00:00
2025-07-28 06:00:00,2025-07-28,6,2025-07-28 05:00:00,0.0,116.864,114.224,244.0,0.0,475.088,687.685,11.998,59.085,6.979,5.773,24.855,17.7,0.0,0.0,80,43,9.0,0 days 06:00:00
2025-07-28 09:00:00,2025-07-28,9,2025-07-28 08:00:00,0.0,106.128,109.12,238.0,0.0,453.248,698.945,20.955,51.656,9.586,7.31,22.268,22.0,0.0,0.0,58,18,8.7,0 days 03:00:00
2025-07-28 12:00:00,2025-07-28,12,2025-07-28 11:00:00,0.0,114.048,110.528,243.6,0.0,468.176,675.22,15.43,58.366,8.079,5.353,24.854,25.7,0.0,0.0,41,29,8.9,0 days 03:00:00
2025-07-28 23:00:00,2025-07-28,23,2025-07-28 22:00:00,0.0,114.224,116.336,242.8,0.0,473.36,387.255,25.411,49.051,11.542,7.921,25.172,19.9,0.0,0.0,61,38,9.4,0 days 10:00:00
2025-07-29 08:00:00,2025-07-29,8,2025-07-29 07:00:00,0.0,115.28,111.584,244.0,0.0,470.864,408.33,11.072,23.761,15.568,14.279,25.308,17.5,0.7,0.0,90,45,2.5,0 days 09:00:00
2025-07-29 14:00:00,2025-07-29,14,2025-07-29 13:00:00,0.0,120.736,111.232,241.6,0.0,473.568,379.07,18.992,54.962,16.239,11.044,26.034,24.0,0.2,0.0,51,15,11.9,0 days 06:00:00
2025-07-29 20:00:00,2025-07-29,20,2025-07-29 19:00:00,0.0,114.4,118.272,242.8,0.0,475.472,412.4,38.803,26.966,7.517,6.495,25.031,18.4,0.0,0.0,78,44,12.5,0 days 04:00:00
2025-07-31 15:00:00,2025-07-31,15,2025-07-31 14:00:00,0.0,114.928,115.28,237.6,0.0,467.808,160.9,19.725,32.135,6.217,4.548,20.303,25.5,0.0,0.0,35,11,13.8,0 days 02:00:00
2025-08-01 03:00:00,2025-08-01,3,2025-08-01 02:00:00,0.0,117.92,113.344,236.4,0.0,467.664,403.415,37.269,50.009,13.905,8.662,23.447,13.7,0.0,0.0,86,27,2.0,0 days 02:00:00
2025-08-01 12:00:00,2025-08-01,12,2025-08-01 11:00:00,0.0,116.864,115.456,232.4,0.0,464.72,316.68,17.88,61.017,11.254,5.538,25.68,26.1,0.0,0.0,29,11,11.8,0 days 03:00:00
2025-08-02 03:00:00,2025-08-02,3,2025-08-02 02:00:00,0.0,119.68,116.688,244.0,0.0,480.368,450.84,71.542,19.046,18.828,9.217,22.917,14.4,0.0,0.0,60,69,3.1,0 days 02:00:00
2025-08-03 13:00:00,2025-08-03,13,2025-08-03 12:00:00,0.0,117.744,115.632,245.2,0.0,478.576,261.3,19.434,71.654,11.007,4.334,59.065,31.0,0.0,0.0,18,256,5.9,0 days 02:00:00
2025-08-04 20:00:00,2025-08-04,20,2025-08-04 19:00:00,0.0,0.0,119.152,238.4,0.0,357.552,340.595,31.575,30.086,11.199,10.248,22.104,19.8,0.0,0.0,64,26,14.0,0 days 02:00:00
2025-08-05 07:00:00,2025-08-05,7,2025-08-05 06:00:00,0.0,0.0,112.288,243.6,0.0,355.888,310.73,10.556,36.695,16.416,14.058,22.602,16.1,0.0,0.0,80,28,12.4,0 days 02:00:00
2025-08-06 13:00:00,2025-08-06,13,2025-08-06 12:00:00,115.104,0.0,109.296,244.4,0.0,468.8,312.705,19.782,62.329,10.579,6.521,23.14,26.6,0.0,0.0,44,26,20.8,0 days 02:00:00
2025-08-07 01:00:00,2025-08-07,1,2025-08-07 00:00:00,121.792,0.0,113.872,244.4,0.0,480.064,324.74,30.939,57.612,12.889,8.37,21.576,16.6,0.0,0.0,84,13,4.8,0 days 02:00:00
2025-08-07 16:00:00,2025-08-07,16,2025-08-07 15:00:00,125.664,0.0,111.056,243.6,0.0,480.32,243.05,17.61,65.713,7.899,3.779,22.86,28.8,0.0,0.0,31,48,15.3,0 days 02:00:00
2025-08-08 08:00:00,2025-08-08,8,2025-08-08 07:00:00,124.432,0.0,113.872,239.6,0.0,477.904,311.585,13.798,46.274,13.219,10.089,21.421,21.1,0.0,0.0,61,38,8.2,0 days 02:00:00
2025-08-12 18:00:00,2025-08-12,18,2025-08-12 17:00:00,125.84,0.0,102.432,232.8,0.0,461.072,525.39,31.789,101.39,18.424,9.775,25.154,31.6,0.0,0.0,26,57,17.4,0 days 02:00:00
2025-08-13 11:00:00,2025-08-13,11,2025-08-13 10:00:00,121.968,0.0,106.48,239.2,0.0,467.648,501.02,58.762,20.158,42.925,16.974,25.966,30.8,0.0,0.0,34,34,7.8,0 days 02:00:00
2025-08-14 00:00:00,2025-08-14,0,2025-08-13 23:00:00,131.296,0.0,108.064,237.6,0.0,476.96,410.725,37.1,53.389,18.506,11.438,22.997,23.0,0.0,0.0,48,60,8.7,0 days 05:00:00
2025-08-14 10:00:00,2025-08-14,10,2025-08-14 09:00:00,128.656,0.0,105.952,234.8,0.0,469.408,426.79,41.854,23.056,29.941,17.229,23.141,27.6,0.0,0.0,30,43,12.7,0 days 08:00:00
2025-08-17 12:00:00,2025-08-17,12,2025-08-17 11:00:00,0.0,115.632,108.064,236.0,0.0,459.696,114.64,11.06,34.944,9.42,6.115,25.857,28.7,0.1,0.0,29,4,17.1,0 days 02:00:00
2025-08-17 20:00:00,2025-08-17,20,2025-08-17 19:00:00,0.0,116.336,110.704,240.4,0.0,467.44,304.075,14.777,78.198,8.193,5.843,25.826,22.3,0.0,0.0,42,39,16.8,0 days 02:00:00
2025-08-18 20:00:00,2025-08-18,20,2025-08-18 19:00:00,0.0,113.872,112.112,240.4,0.0,466.384,331.18,23.718,62.413,9.961,7.805,24.539,20.2,0.0,0.0,59,26,13.4,0 days 02:00:00
2025-08-23 16:00:00,2025-08-23,16,2025-08-23 15:00:00,8.272,117.392,0.0,242.8,0.0,368.464,490.65,17.807,79.797,15.806,9.308,25.615,22.1,0.0,0.0,34,64,17.2,0 days 02:00:00
2025-08-23 18:00:00,2025-08-23,18,2025-08-23 17:00:00,40.304,119.68,0.0,243.2,0.0,403.184,490.65,15.676,79.797,10.318,5.194,27.413,20.0,0.0,0.0,35,48,19.5,0 days 02:00:00
2025-08-24 01:00:00,2025-08-24,1,2025-08-24 00:00:00,121.264,117.744,0.0,244.0,0.0,483.008,479.22,27.342,72.777,14.366,7.25,26.902,12.8,0.0,0.0,62,60,4.0,0 days 02:00:00
2025-08-24 11:00:00,2025-08-24,11,2025-08-24 10:00:00,125.488,116.864,0.0,245.6,0.0,487.952,468.23,10.757,74.307,12.724,6.398,25.931,19.5,0.0,0.0,42,32,19.2,0 days 02:00:00
2025-08-29 01:00:00,2025-08-29,1,2025-08-29 00:00:00,124.608,115.104,0.0,246.4,0.0,486.112,594.295,81.142,18.639,21.748,10.084,26.482,18.8,0.0,0.0,41,124,5.4,0 days 02:00:00
2025-09-02 17:00:00,2025-09-02,17,2025-09-02 16:00:00,128.656,120.384,0.0,238.4,0.0,487.44000000000005,251.71,18.89,39.826,5.366,1.745,26.829,31.5,0.0,0.0,21,239,3.8,0 days 04:00:00
2025-09-03 14:00:00,2025-09-03,14,2025-09-03 13:00:00,118.624,125.84,0.0,246.8,0.0,491.264,399.515,26.303,53.974,12.953,4.691,30.128,26.4,0.2,0.0,39,134,8.3,0 days 02:00:00
2025-09-03 16:00:00,2025-09-03,16,2025-09-03 15:00:00,119.68,120.384,0.0,246.8,0.0,486.864,435.88,37.462,41.779,27.771,7.878,31.506,25.1,0.0,0.0,47,279,8.0,0 days 02:00:00
2025-09-05 11:00:00,2025-09-05,11,2025-09-05 10:00:00,109.648,111.056,0.0,244.0,0.0,464.704,457.88,19.735,31.36,17.847,12.795,25.161,25.8,0.0,0.0,38,40,10.9,0 days 02:00:00
2025-09-06 12:00:00,2025-09-06,12,2025-09-06 11:00:00,120.384,119.152,0.0,243.6,0.0,483.136,398.83,14.554,84.361,13.466,6.353,25.18,26.8,0.0,0.0,26,41,10.7,0 days 02:00:00
2025-09-07 13:00:00,2025-09-07,13,2025-09-07 12:00:00,122.32,117.392,0.0,244.4,0.0,484.112,419.37,14.002,81.123,11.068,5.466,25.47,26.2,0.0,0.0,38,50,11.5,0 days 02:00:00
2025-09-11 06:00:00,2025-09-11,6,2025-09-11 05:00:00,0.0,115.456,119.68,248.4,0.0,483.53600000000006,413.975,19.25,49.122,13.137,9.001,26.702,19.4,0.0,0.0,74,172,4.0,0 days 07:00:00
2025-09-11 09:00:00,2025-09-11,9,2025-09-11 08:00:00,0.0,111.584,107.008,248.8,0.0,467.392,532.22,37.092,15.281,19.639,13.602,27.853,18.5,1.8,0.0,93,131,7.7,0 days 03:00:00
2025-09-20 01:00:00,2025-09-20,1,2025-09-20 00:00:00,0.0,0.0,122.32,249.2,0.0,371.52,539.34,50.626,26.725,17.731,6.182,22.611,12.1,0.0,0.0,91,45,3.1,0 days 03:00:00
2025-09-20 09:00:00,2025-09-20,9,2025-09-20 08:00:00,0.0,0.0,116.512,248.8,0.0,365.312,545.395,33.664,13.267,15.503,10.526,24.082,17.6,0.0,0.0,59,336,1.8,0 days 03:00:00
2025-09-24 22:00:00,2025-09-24,22,2025-09-24 21:00:00,128.304,0.0,127.072,229.6,0.0,484.976,500.23,31.923,57.374,16.309,5.683,30.946,19.4,0.0,0.0,57,235,3.5,0 days 03:00:00
2025-10-01 19:00:00,2025-10-01,19,2025-10-01 18:00:00,128.832,0.0,127.952,247.2,274.4,778.384,332.095,28.565,41.794,10.177,6.095,28.594,9.3,0.1,0.0,67,32,18.9,0 days 09:00:00
2025-10-02 03:00:00,2025-10-02,3,2025-10-02 02:00:00,126.72,0.0,119.152,244.0,0.0,489.872,331.27,9.519,51.579,5.848,5.558,26.732,6.2,1.2,0.0,94,32,18.3,0 days 08:00:00
2025-10-02 05:00:00,2025-10-02,5,2025-10-02 04:00:00,127.6,0.0,117.92,247.2,0.0,492.72,310.8,6.936,52.522,4.524,4.304,26.842,5.7,0.9,0.0,95,34,16.7,0 days 02:00:00
2025-10-02 09:00:00,2025-10-02,9,2025-10-02 08:00:00,128.656,0.0,118.448,246.8,0.0,493.904,306.99,11.614,52.292,2.902,2.744,27.017,4.9,1.4,0.0,96,36,20.0,0 days 04:00:00
2025-10-02 18:00:00,2025-10-02,18,2025-10-02 17:00:00,122.496,0.0,125.488,245.2,258.0,751.184,533.49,21.12,35.191,3.726,3.487,28.726,2.5,1.3,0.0,99,17,17.9,0 days 02:00:00
2025-10-03 01:00:00,2025-10-03,1,2025-10-03 00:00:00,118.624,0.0,120.736,246.0,264.0,749.36,518.11,10.072,25.588,3.216,3.087,29.12,1.0,0.2,1.68,96,15,13.6,0 days 02:00:00
2025-10-03 11:00:00,2025-10-03,11,2025-10-03 10:00:00,126.72,0.0,130.592,245.6,302.4,805.312,505.33,14.416,40.054,2.662,2.533,30.018,1.8,0.2,0.14,90,20,15.5,0 days 02:00:00
2025-10-05 02:00:00,2025-10-05,2,2025-10-05 01:00:00,119.328,0.0,122.848,248.8,278.4,769.376,951.68,45.243,2.313,40.022,28.176,27.397,2.9,0.0,0.0,89,161,6.1,0 days 03:00:00
2025-10-05 22:00:00,2025-10-05,22,2025-10-05 21:00:00,122.32,0.0,118.8,245.6,276.8,763.52,668.74,63.305,7.716,25.929,22.661,29.931,10.8,0.0,0.0,77,92,4.9,0 days 03:00:00
2025-10-06 09:00:00,2025-10-06,9,2025-10-06 08:00:00,124.608,0.0,112.464,248.8,280.8,766.672,315.06,10.442,47.831,0.996,0.904,28.581,7.8,0.2,0.0,84,25,11.5,0 days 04:00:00
2025-10-06 11:00:00,2025-10-06,11,2025-10-06 10:00:00,121.968,0.0,120.384,248.0,278.8,769.152,326.44,28.747,37.577,2.901,2.704,27.575,7.9,0.2,0.0,79,9,13.8,0 days 02:00:00
2025-10-06 19:00:00,2025-10-06,19,2025-10-06 18:00:00,118.624,0.0,119.68,248.4,277.2,763.904,551.83,28.645,34.316,18.156,12.638,29.532,7.4,0.0,0.0,79,42,8.7,0 days 02:00:00
2025-10-06 22:00:00,2025-10-06,22,2025-10-06 21:00:00,116.16,0.0,120.56,247.6,274.0,758.3199999999999,505.13,46.135,12.513,26.865,19.782,27.797,4.2,0.0,0.0,94,36,4.9,0 days 02:00:00
2025-10-07 03:00:00,2025-10-07,3,2025-10-07 02:00:00,116.512,0.0,124.432,248.8,284.8,774.5440000000001,385.205,23.489,19.275,15.965,12.688,28.655,6.8,0.0,0.0,84,354,7.1,0 days 05:00:00
2025-10-07 05:00:00,2025-10-07,5,2025-10-07 04:00:00,117.216,0.0,123.024,248.8,286.4,775.44,326.33,9.794,31.077,8.274,7.359,29.362,6.8,0.0,0.0,84,354,7.2,0 days 02:00:00
2025-10-07 07:00:00,2025-10-07,7,2025-10-07 06:00:00,115.808,0.0,124.432,251.2,286.4,777.8399999999999,295.385,9.622,28.077,7.033,6.537,27.654,6.7,0.1,0.0,86,358,6.8,0 days 02:00:00
2025-10-07 11:00:00,2025-10-07,11,2025-10-07 10:00:00,117.04,0.0,121.264,249.2,284.8,772.3040000000001,311.15,22.696,23.612,10.591,9.829,28.563,9.9,0.2,0.0,67,11,22.7,0 days 04:00:00
2025-10-08 16:00:00,2025-10-08,16,2025-10-08 15:00:00,122.496,0.0,117.744,245.6,284.0,769.84,517.41,12.959,47.712,11.344,7.464,32.861,11.5,0.0,0.0,58,1,18.4,0 days 04:00:00
2025-10-08 21:00:00,2025-10-08,21,2025-10-08 20:00:00,121.088,0.0,111.408,248.8,285.6,766.896,555.06,26.807,34.002,16.936,13.222,29.578,9.6,0.0,0.0,73,338,4.8,0 days 05:00:00
2025-10-13 01:00:00,2025-10-13,1,2025-10-13 00:00:00,130.944,0.0,0.0,246.4,286.8,664.144,784.185,39.817,4.942,32.083,25.789,26.431,5.8,0.0,0.0,95,57,4.9,0 days 02:00:00
2025-10-13 13:00:00,2025-10-13,13,2025-10-13 12:00:00,130.24,0.0,0.0,228.0,289.2,647.44,462.425,26.023,21.693,22.852,17.966,30.534,14.6,0.0,0.0,56,28,3.1,0 days 02:00:00
2025-10-14 15:00:00,2025-10-14,15,2025-10-14 14:00:00,133.936,0.0,0.0,0.0,280.0,413.936,287.77,18.706,48.148,12.702,8.84,27.32,14.2,0.0,0.0,56,319,1.7,0 days 02:00:00
2025-10-15 08:00:00,2025-10-15,8,2025-10-15 07:00:00,124.256,0.0,0.0,0.0,274.4,398.656,456.665,12.03,28.528,12.774,11.102,27.357,7.0,0.0,0.0,87,50,5.4,0 days 04:00:00
2025-10-15 12:00:00,2025-10-15,12,2025-10-15 11:00:00,137.632,0.0,0.0,0.0,280.8,418.432,438.86,18.827,35.11,15.635,10.067,30.682,13.4,0.0,0.0,49,28,8.8,0 days 04:00:00
2025-10-15 19:00:00,2025-10-15,19,2025-10-15 18:00:00,128.128,0.0,0.0,0.0,282.0,410.128,414.63,28.425,56.09,12.13,6.317,29.239,9.1,0.0,0.0,63,54,12.9,0 days 07:00:00
2025-10-16 00:00:00,2025-10-16,0,2025-10-15 23:00:00,130.944,0.0,0.0,0.0,280.0,410.944,480.395,28.549,51.465,14.757,9.127,28.523,5.3,0.0,0.0,75,45,6.9,0 days 04:00:00
2025-10-16 05:00:00,2025-10-16,5,2025-10-16 04:00:00,117.392,7.568,0.0,0.0,281.2,406.16,520.58,12.797,50.392,15.558,11.849,28.213,3.3,0.0,0.0,89,51,4.9,0 days 05:00:00
2025-10-16 15:00:00,2025-10-16,15,2025-10-16 14:00:00,120.032,116.512,0.0,0.0,281.6,518.144,407.8,29.354,40.864,20.545,12.49,27.378,16.6,0.0,0.0,49,205,8.9,0 days 09:00:00
2025-10-17 08:00:00,2025-10-17,8,2025-10-17 07:00:00,134.112,114.048,0.0,230.4,284.0,762.56,508.17,15.828,36.675,15.642,12.867,28.426,10.4,0.0,0.0,84,117,10.9,0 days 08:00:00
2025-10-18 01:00:00,2025-10-18,1,2025-10-18 00:00:00,123.552,115.808,0.0,0.0,280.0,519.36,560.545,39.198,12.912,9.626,8.897,27.825,9.4,0.1,0.0,96,8,2.7,0 days 02:00:00
2025-10-18 14:00:00,2025-10-18,14,2025-10-18 13:00:00,121.088,118.096,0.0,0.0,279.6,518.784,517.39,17.372,29.373,6.123,5.363,28.875,11.9,0.0,0.0,81,47,8.7,0 days 02:00:00
2025-10-18 19:00:00,2025-10-18,19,2025-10-18 18:00:00,121.088,116.864,0.0,0.0,282.4,520.352,529.175,16.035,35.495,17.703,14.573,27.88,10.4,0.0,0.0,85,38,11.7,0 days 03:00:00
2025-10-19 10:00:00,2025-10-19,10,2025-10-19 09:00:00,126.192,123.728,0.0,0.0,280.8,530.72,354.76,19.971,29.95,14.932,11.213,26.102,9.8,0.0,0.0,62,39,10.5,0 days 02:00:00
2025-10-20 01:00:00,2025-10-20,1,2025-10-20 00:00:00,124.256,119.152,0.0,0.0,277.2,520.608,761.715,49.232,17.393,33.09,26.612,27.665,2.0,0.0,0.0,94,72,2.8,0 days 02:00:00
2025-10-20 06:00:00,2025-10-20,6,2025-10-20 05:00:00,132.0,118.272,0.0,4.4,278.8,533.472,482.05,11.747,20.151,12.319,10.809,26.163,1.7,0.0,0.0,85,121,1.0,0 days 02:00:00
2025-10-20 11:00:00,2025-10-20,11,2025-10-20 10:00:00,122.144,119.504,0.0,0.0,279.6,521.248,683.265,32.361,4.676,31.779,22.911,28.805,10.4,0.0,0.0,67,220,6.1,0 days 02:00:00
2025-10-20 15:00:00,2025-10-20,15,2025-10-20 14:00:00,123.2,124.784,0.0,0.0,280.0,527.984,414.91,16.959,44.152,15.601,12.85,26.849,15.5,0.0,0.0,44,208,6.5,0 days 02:00:00
2025-10-21 01:00:00,2025-10-21,1,2025-10-21 00:00:00,127.248,121.264,0.0,0.0,278.4,526.912,1019.55,48.056,4.746,44.808,33.005,29.211,7.4,0.0,0.0,87,140,2.8,0 days 02:00:00
2025-10-21 07:00:00,2025-10-21,7,2025-10-21 06:00:00,126.72,120.384,0.0,0.0,275.2,522.304,921.61,21.232,1.838,39.303,33.52,28.954,6.0,0.0,0.0,100,139,1.9,0 days 02:00:00
2025-10-23 20:00:00,2025-10-23,20,2025-10-23 19:00:00,128.832,122.848,0.0,0.0,272.4,524.0799999999999,483.64,38.622,32.186,17.405,9.181,32.464,13.5,0.0,0.0,81,169,9.2,0 days 02:00:00
2025-10-24 23:00:00,2025-10-24,23,2025-10-24 22:00:00,129.536,119.856,0.0,237.6,278.0,764.992,511.505,48.457,17.765,17.784,10.89,34.106,6.1,0.0,0.0,98,49,1.9,0 days 02:00:00
2025-10-25 03:00:00,2025-10-25,3,2025-10-25 02:00:00,125.84,118.096,0.0,242.4,274.8,761.136,606.47,47.408,5.347,19.772,13.377,30.788,6.5,0.0,0.0,95,53,0.9,0 days 03:00:00
2025-10-25 07:00:00,2025-10-25,7,2025-10-25 06:00:00,121.264,120.384,0.0,243.2,275.6,760.448,423.89,18.449,21.09,8.484,6.15,30.823,5.6,0.0,0.0,95,117,0.4,0 days 04:00:00
2025-10-26 05:00:00,2025-10-26,5,2025-10-26 04:00:00,123.376,111.584,0.0,241.6,0.0,476.56,430.5,14.247,47.14,5.841,4.633,30.768,9.4,0.8,0.0,94,145,6.3,0 days 21:00:00
2025-10-26 08:00:00,2025-10-26,8,2025-10-26 07:00:00,117.92,113.344,0.0,241.6,0.0,472.864,439.28,9.38,36.587,6.348,5.792,31.365,10.4,1.3,0.0,94,148,6.4,0 days 03:00:00
2025-10-26 20:00:00,2025-10-26,20,2025-10-26 19:00:00,122.672,117.216,0.0,239.6,0.0,479.488,578.995,33.461,20.699,10.273,9.631,31.823,10.1,0.0,0.0,93,236,1.3,0 days 12:00:00
2025-10-26 22:00:00,2025-10-26,22,2025-10-26 21:00:00,119.68,118.976,0.0,238.8,0.0,477.456,633.965,44.122,8.294,16.298,15.378,31.934,10.6,0.2,0.0,92,79,0.9,0 days 02:00:00
2025-10-27 03:00:00,2025-10-27,3,2025-10-27 02:00:00,117.744,115.28,0.0,241.6,0.0,474.624,502.515,11.174,38.197,7.129,6.666,32.564,10.2,1.2,0.0,96,32,11.0,0 days 05:00:00
2025-10-27 05:00:00,2025-10-27,5,2025-10-27 04:00:00,120.56,112.112,0.0,241.2,0.0,473.872,398.09,5.905,58.353,1.603,1.423,32.241,9.6,1.9,0.0,95,42,8.9,0 days 02:00:00
2025-10-27 08:00:00,2025-10-27,8,2025-10-27 07:00:00,116.864,114.752,0.0,237.6,0.0,469.216,386.75,9.242,58.162,1.28,1.109,31.519,7.2,0.2,0.0,92,31,13.0,0 days 03:00:00
2025-10-27 10:00:00,2025-10-27,10,2025-10-27 09:00:00,120.736,117.216,0.0,238.0,0.0,475.952,408.47,27.605,34.37,3.015,2.76,31.134,7.7,0.3,0.0,87,36,8.2,0 days 02:00:00
2025-10-27 22:00:00,2025-10-27,22,2025-10-27 21:00:00,123.024,117.744,0.0,234.8,0.0,475.568,1510.83,56.586,3.446,58.845,37.997,29.965,8.4,0.0,0.0,80,210,5.4,0 days 02:00:00
2025-10-28 08:00:00,2025-10-28,8,2025-10-28 07:00:00,125.664,113.52,0.0,240.4,0.0,479.584,259.43,25.016,32.851,3.013,2.626,28.475,8.1,0.1,0.0,94,112,1.0,0 days 02:00:00
2025-10-28 18:00:00,2025-10-28,18,2025-10-28 17:00:00,130.24,110.0,0.0,240.4,0.0,480.64,500.02,49.236,24.472,22.173,10.328,30.552,6.2,0.0,0.0,80,69,4.4,0 days 02:00:00
2025-10-29 04:00:00,2025-10-29,4,2025-10-29 03:00:00,125.136,119.328,0.0,237.6,0.0,482.064,681.2,19.166,9.29,18.275,13.495,27.775,3.0,0.0,0.0,86,176,2.7,0 days 02:00:00
2025-10-29 06:00:00,2025-10-29,6,2025-10-29 05:00:00,129.536,119.68,0.0,237.6,0.0,486.816,661.12,17.748,10.52,16.031,12.986,26.139,3.0,0.0,0.0,85,180,1.6,0 days 02:00:00
2025-10-29 14:00:00,2025-10-29,14,2025-10-29 13:00:00,126.896,128.304,0.0,236.8,198.0,690.0,423.685,19.286,52.143,16.559,7.376,29.113,16.4,0.0,0.0,40,188,9.1,0 days 02:00:00
2025-10-30 00:00:00,2025-10-30,0,2025-10-29 23:00:00,125.136,119.856,0.0,237.6,260.8,743.392,1304.29,50.702,2.156,52.839,36.146,28.305,6.5,0.0,0.0,83,178,4.7,0 days 02:00:00
2025-11-01 02:00:00,2025-11-01,2,2025-11-01 01:00:00,0.0,120.56,112.992,243.2,263.2,739.952,865.83,59.434,4.003,31.87,21.369,29.032,4.4,0.0,0.0,98,95,2.0,0 days 02:00:00
2025-11-01 09:00:00,2025-11-01,9,2025-11-01 08:00:00,0.0,119.504,122.144,241.2,266.0,748.848,757.335,23.288,6.334,29.914,22.754,28.014,9.5,0.0,0.0,82,253,3.8,0 days 02:00:00
2025-11-01 22:00:00,2025-11-01,22,2025-11-01 21:00:00,0.0,124.784,124.608,242.0,263.2,754.592,1609.23,84.009,5.322,58.238,38.446,26.753,9.8,0.0,0.0,73,143,3.9,0 days 02:00:00
2025-11-02 15:00:00,2025-11-02,15,2025-11-02 14:00:00,0.0,111.76,128.656,234.0,261.2,735.616,343.34,14.572,67.51,8.603,6.517,29.046,18.9,0.0,0.0,53,168,10.3,0 days 02:00:00
2025-11-02 21:00:00,2025-11-02,21,2025-11-02 20:00:00,0.0,119.328,133.584,243.2,262.4,758.512,1007.295,52.698,11.094,70.355,51.64,30.913,10.9,0.0,0.0,81,160,6.7,0 days 05:00:00
2025-11-03 17:00:00,2025-11-03,17,2025-11-03 16:00:00,0.0,115.104,120.208,240.0,263.6,738.912,471.63,35.861,36.322,17.463,7.179,30.446,13.2,1.1,0.0,82,43,5.9,0 days 03:00:00
2025-11-04 00:00:00,2025-11-04,0,2025-11-03 23:00:00,0.0,113.168,124.608,240.4,262.4,740.576,422.525,12.507,42.94,1.998,1.863,28.212,7.6,0.3,0.0,91,43,14.3,0 days 02:00:00
2025-11-04 10:00:00,2025-11-04,10,2025-11-04 09:00:00,0.0,118.976,126.368,241.2,272.4,758.944,434.13,29.361,30.11,4.818,4.293,26.424,8.1,0.0,0.0,78,34,9.1,0 days 02:00:00
2025-11-04 15:00:00,2025-11-04,15,2025-11-04 14:00:00,0.0,120.384,126.544,242.8,270.4,760.1279999999999,305.1,26.978,37.081,6.164,2.918,25.337,9.2,0.0,0.0,65,39,17.0,0 days 02:00:00
2025-11-05 15:00:00,2025-11-05,15,2025-11-05 14:00:00,0.0,116.336,120.384,243.2,275.6,755.52,377.0,27.056,32.885,8.052,5.631,26.165,10.4,0.0,0.0,72,38,12.7,0 days 02:00:00
2025-11-06 02:00:00,2025-11-06,2,2025-11-06 01:00:00,0.0,117.216,123.904,241.6,282.8,765.52,583.925,24.949,21.477,18.64,14.749,28.476,6.6,0.0,0.0,93,35,3.5,0 days 02:00:00
2025-11-06 14:00:00,2025-11-06,14,2025-11-06 13:00:00,0.0,113.872,127.776,0.0,256.8,498.448,601.09,17.997,36.101,17.492,13.231,32.306,10.9,0.0,0.0,65,34,6.7,0 days 04:00:00
2025-11-07 05:00:00,2025-11-07,5,2025-11-07 04:00:00,0.0,109.12,124.784,0.0,263.6,497.504,591.77,6.466,20.054,11.186,10.504,32.414,5.2,0.1,0.0,97,22,13.0,0 days 15:00:00
2025-11-07 16:00:00,2025-11-07,16,2025-11-07 15:00:00,0.0,111.408,115.28,0.0,238.4,465.088,699.11,27.29,2.968,16.304,15.243,33.139,7.5,1.4,0.0,92,326,8.0,0 days 02:00:00
2025-11-07 18:00:00,2025-11-07,18,2025-11-07 17:00:00,0.0,110.704,120.56,0.0,237.2,468.464,734.29,28.009,3.25,21.549,20.424,32.237,5.8,1.9,0.0,92,40,2.8,0 days 02:00:00
