timestamp,actual_pm25,pred_pm25,residual_pm25
2025-09-18 13:00:00,3.6110000000000007,4.910074389290391,-1.2990743892903902
2025-09-18 14:00:00,2.933,3.6071958829969857,-0.6741958829969859
2025-09-18 15:00:00,1.8769999999999998,2.7714457557133225,-0.8944457557133227
2025-09-18 16:00:00,2.3409999999999997,2.4203021665251256,-0.0793021665251259
2025-09-18 17:00:00,1.9980000000000002,1.9209423512161643,0.07705764878383592
2025-09-18 18:00:00,2.4930000000000003,2.6472817870524987,-0.1542817870524984
2025-09-18 19:00:00,2.613,2.778190774640684,-0.165190774640684
2025-09-18 20:00:00,2.961,3.2922664743195247,-0.33126647431952483
2025-09-18 21:00:00,3.6189999999999998,3.456314696552899,0.16268530344710097
2025-09-18 22:00:00,4.246000000000001,4.572903417630207,-0.3269034176302057
2025-09-18 23:00:00,4.394999999999999,4.927296492957112,-0.532296492957113
2025-09-19 00:00:00,3.824,4.250815262927949,-0.42681526292794914
2025-09-19 01:00:00,6.01,4.894441232807167,1.1155587671928329
2025-09-19 02:00:00,9.619,6.457923616363177,3.161076383636823
2025-09-19 03:00:00,8.802000000000005,7.972508542007125,0.82949145799288
2025-09-19 04:00:00,8.295,7.918934823632664,0.3760651763673355
2025-09-19 05:00:00,4.914,7.769368823176034,-2.8553688231760344
2025-09-19 06:00:00,4.419999999999999,5.493374576500779,-1.0733745765007798
2025-09-19 07:00:00,6.600999999999998,4.5974383849036835,2.0035616150963147
2025-09-19 08:00:00,8.561,6.080558924863243,2.480441075136757
2025-09-19 09:00:00,5.389000000000001,8.167565093202438,-2.7785650932024364
2025-09-19 10:00:00,6.703999999999999,5.916525648359858,0.7874743516401406
2025-09-19 11:00:00,8.280000000000001,7.011396850352481,1.2686031496475199
2025-09-19 12:00:00,8.412000000000003,7.292414271110475,1.1195857288895272
2025-09-19 13:00:00,4.471999999999999,6.565806113755505,-2.093806113755506
2025-09-19 14:00:00,3.102000000000001,4.293457759329699,-1.1914577593296976
2025-09-19 15:00:00,2.2650000000000006,2.8020463091255214,-0.5370463091255209
2025-09-19 16:00:00,3.1639999999999997,2.7602888776826555,0.4037111223173442
2025-09-19 17:00:00,2.175,2.689127349269091,-0.5141273492690912
2025-09-19 18:00:00,2.957,2.879581742874418,0.07741825712558192
2025-09-19 19:00:00,2.818000000000001,3.1786816019036053,-0.3606816019036043
2025-09-19 20:00:00,3.787,3.416006623879256,0.3709933761207438
2025-09-19 21:00:00,4.338,4.228108484811407,0.1098915151885933
2025-09-19 22:00:00,4.966,5.221919808579797,-0.25591980857979646
2025-09-20 01:00:00,6.182,6.446324617824688,-0.26432461782468764
2025-09-20 02:00:00,9.720999999999998,5.886366299775362,3.8346337002246367
2025-09-20 03:00:00,9.408999999999999,10.180092190994733,-0.7710921909947341
2025-09-20 04:00:00,9.072000000000001,10.771630303861187,-1.699630303861186
2025-09-20 05:00:00,8.618000000000002,8.423261502126383,0.19473849787361885
2025-09-20 06:00:00,6.463,7.86644051927011,-1.4034405192701103
2025-09-20 09:00:00,10.526000000000002,4.98350832941144,5.542491670588562
2025-09-20 10:00:00,9.971000000000002,7.8587882975059,2.1122117024941023
2025-09-20 11:00:00,6.478,9.250361466418328,-2.772361466418328
2025-09-20 12:00:00,6.910999999999998,6.930795639019224,-0.019795639019226208
2025-09-20 13:00:00,6.138000000000002,5.8782109950533235,0.2597890049466782
2025-09-20 14:00:00,5.233999999999999,6.3600045325483885,-1.1260045325483894
2025-09-20 15:00:00,3.0,6.186158009675195,-3.1861580096751947
2025-09-20 16:00:00,2.817000000000001,3.7729743206197437,-0.9559743206197426
2025-09-20 17:00:00,1.609999999999999,2.539191275824051,-0.9291912758240519
2025-09-20 18:00:00,2.265999999999999,1.8142594812279662,0.4517405187720329
2025-09-20 19:00:00,3.013,2.120637625791269,0.892362374208731
2025-09-20 20:00:00,3.261,3.6713465929894475,-0.4103465929894474
