datetime,date,hour_sin,hour_cos,month_sin,month_cos,pollution_stagnation_index,wind_x_vector,wind_y_vector,total_generation_mw,temperature_2m (°C),rain (mm),relative_humidity_2m (%),wind_direction_10m (°),wind_speed_10m (km/h),pm25
2025-06-16 04:00:00,2025-06-16,1.2219114445024155,0.6956834267477828,0.1788623074439372,-1.0454515325797047,1.7455254601897925,-0.1876008692062737,-0.1224223234651075,-0.4460961714509002,-0.474684366738578,-0.243459717101822,0.521110942991162,-0.4993991396067776,-1.258450554260038,0.1532980961904184
2025-06-16 05:00:00,2025-06-16,1.3634826698907698,0.3552776043178288,0.1788623074439372,-1.0454515325797047,1.92975897051223,-0.2116880658960502,-0.1494904826082548,-0.4519698197034895,-0.5100132719859524,-0.243459717101822,0.521110942991162,-0.4268474293382837,-1.293911086709482,0.1404736698291924
2025-06-16 06:00:00,2025-06-16,1.4117699784467337,-0.0100228396832727,0.1788623074439372,-1.0454515325797047,2.1522649259140283,-0.2117333064342937,-0.1831621147923821,-0.446206995002836,-0.3686976509964552,-0.243459717101822,0.4337818471670386,-0.4475764894149963,-1.3293716191589255,0.178171553108051
2025-06-16 07:00:00,2025-06-16,1.3634826698907698,-0.3753232836843744,0.1788623074439372,-1.0454515325797047,2.4243578916893687,-0.2339423478471789,-0.4458209716711167,-0.4401116996463756,-0.0625138055192117,-0.243459717101822,-0.1338572756897629,1.532048747911051,-1.3648321516083697,0.2186424539535652
2025-06-16 08:00:00,2025-06-16,1.2219114445024155,-0.7157291061143282,0.1788623074439372,-1.0454515325797047,1.13922899434263,-0.2587398050094177,-0.6932464126608399,-0.465490293039638,0.2672226434562815,-0.243459717101822,-0.5268382068983178,1.4802260977192696,-1.0988781582375409,0.698380311060912
2025-06-16 13:00:00,2025-06-16,-0.3721319339711298,-1.3733426567228546,0.1788623074439372,-1.0454515325797047,0.112881856318243,0.4179421519024111,-0.0580375505774642,-0.4644928810722172,1.4213002148705074,-0.243459717101822,-1.7494455484360445,-1.0798128217547287,-0.5492399052711618,0.2192902224640916
2025-06-16 15:00:00,2025-06-16,-1.0074109701638494,-1.008042212721753,0.1788623074439372,-1.0454515325797047,-0.42762019841175,0.5982461562944436,0.5659261491776514,-0.4596166447870488,1.5979447411073786,-0.243459717101822,-1.924103740084291,-0.8517931609108907,0.0003983476952172,-0.7499789287129948
2025-06-16 22:00:00,2025-06-16,-0.7139151063454726,1.2122962689950538,0.1788623074439372,-1.0454515325797047,-0.5609527290542685,0.6737763281906735,0.6823600421513094,-0.4980724173087176,0.6322879976791486,-0.243459717101822,-0.7888254943706878,-0.8414286308725345,0.1599707437177144,-0.3529132982764603
2025-06-17 03:00:00,2025-06-17,0.9967041473343766,0.9879965333552068,0.1788623074439372,-1.0454515325797047,0.2850857293727598,0.1381646267339472,0.2003530188997119,-0.6657484513873473,-0.1096190125157107,-0.243459717101822,0.1717945596946686,-0.7688769206040406,-0.7265425675183809,1.286102955753875
2025-06-17 05:00:00,2025-06-17,1.3634826698907698,0.3552776043178288,0.1788623074439372,-1.0454515325797047,-0.4502352745682251,0.3225053057217348,0.7693037364275368,-0.7192762269722637,-0.1567242195122098,-0.243459717101822,0.7830982304635319,-0.6755961502588342,-0.0882529834283922,1.0488781108209644
2025-06-17 07:00:00,2025-06-17,1.3634826698907698,-0.3753232836843744,0.1788623074439372,-1.0454515325797047,-0.9118824366041322,1.0215883917697737,0.8402863418710359,-0.6412564464095699,0.2201174364597822,-0.243459717101822,0.8267627783755935,-0.8932512810643158,0.6386879317852058,1.0212307970678087
2025-06-17 09:00:00,2025-06-17,0.9967041473343766,-1.0080422127217523,0.1788623074439372,-1.0454515325797047,-1.1051082950870363,1.1564368393237452,1.3332621929426889,-0.5186855979687475,0.6322879976791486,-0.243459717101822,-0.0028636319535779,-0.820699570795822,1.117405119852697,0.523252551177505
2025-06-17 15:00:00,2025-06-17,-1.0074109701638494,-1.008042212721753,0.1788623074439372,-1.0454515325797047,-1.7759999665709452,1.1598755128412812,0.8761296248541668,-2.194780997443433,1.52728693061263,-0.243459717101822,-1.400129165139551,-0.9139803411410284,0.8159905940324248,-0.1885026814773544
2025-06-18 01:00:00,2025-06-18,0.3614251111416562,1.3532969773563088,0.1788623074439372,-1.0454515325797047,-1.061362069111456,0.9049145612971056,0.618889373038571,-1.3743542424638575,0.2318937382089071,-0.243459717101822,0.4337818471670386,-0.9243448711793848,0.3727339384143772,-0.3680157683924388
2025-06-18 02:00:00,2025-06-18,0.7032082835159983,1.2122962689950545,0.1788623074439372,-1.0454515325797047,-0.7823776998800133,0.6956599393931051,0.358677950746496,-1.3652667112051349,0.1141307207176596,-0.243459717101822,0.6084400388152853,-0.9554384612944534,-0.0173319185295045,-0.2378232134014598
2025-06-18 03:00:00,2025-06-18,0.9967041473343766,0.9879965333552068,0.1788623074439372,-1.0454515325797047,-1.090784091047291,0.8960353178080784,0.7232869351702708,-1.3671507115880408,0.1141307207176596,-0.243459717101822,0.8267627783755935,-0.8932512810643158,0.425924737088543,-0.2808009856715779
2025-06-18 04:00:00,2025-06-18,1.2219114445024155,0.6956834267477828,0.1788623074439372,-1.0454515325797047,-1.0015025465738996,0.8615295361868474,0.5827523407271352,-1.3435452950257487,0.0434729102229109,-0.243459717101822,1.00142097002384,-0.9243448711793848,0.3018128735154894,-0.2694222369350028
2025-06-18 07:00:00,2025-06-18,1.3634826698907698,-0.3753232836843744,0.1788623074439372,-1.0454515325797047,-1.021356548823375,0.8332587808272306,0.6647872318198881,-1.3612770633354514,0.243670039958032,-0.243459717101822,0.5647754909032237,-0.8932512810643158,0.3195431397402113,0.0140826322639713
2025-06-18 09:00:00,2025-06-18,0.9967041473343766,-1.0080422127217523,0.1788623074439372,-1.0454515325797047,-1.2294080051499705,1.0741021060296834,0.8019242494701185,-1.360279651368031,0.7264984116721467,-0.243459717101822,-0.2211863715138862,-0.9139803411410284,0.6741484642346494,0.1949976857678828
2025-06-18 10:00:00,2025-06-18,0.7032082835159983,-1.2323419483616,0.1788623074439372,-1.0454515325797047,-1.2228087959881515,1.089300918015704,0.7724717603621726,-1.346205060272204,0.9502481449055172,-0.243459717101822,-0.5268382068983178,-0.9243448711793848,0.6741484642346494,0.2005706810397232
2025-06-18 11:00:00,2025-06-18,0.3614251111416566,-1.3733426567228542,0.1788623074439372,-1.0454515325797047,-1.1552120721460348,1.0273239274817665,0.6811528905345998,-1.3486431784147883,1.138668972891513,-0.243459717101822,-0.7451609464586262,-0.9347094012177408,0.5500366006615962,0.4196522152285324
2025-06-18 12:00:00,2025-06-18,-0.0053534114147365,-1.421435372545384,0.1788623074439372,-1.0454515325797047,-1.0014504878850752,0.9084863184412882,0.4825172341139591,-1.343434471473813,1.3035371973792598,-0.243459717101822,-0.9198191381068728,-0.9658029913328096,0.3018128735154894,0.3564256936038922
2025-06-18 13:00:00,2025-06-18,-0.3721319339711298,-1.3733426567228546,0.1788623074439372,-1.0454515325797047,-1.0244719652710297,0.9749342930040356,0.4265312023256879,-1.3196074078076494,1.4566291201178811,-0.243459717101822,-1.0508127818430577,-0.9968965814478784,0.3550036721896553,0.2087341965563335
2025-06-18 14:00:00,2025-06-18,-0.7139151063454715,-1.2323419483616005,0.1788623074439372,-1.0454515325797047,-0.975553581138488,0.8858639686137938,0.4664335715545418,-1.3380041174289663,1.52728693061263,-0.243459717101822,-1.138141877667181,-0.9658029913328096,0.2663523410660458,0.2766300933493274
2025-06-18 15:00:00,2025-06-18,-1.0074109701638494,-1.008042212721753,0.1788623074439372,-1.0454515325797047,0.0825119567442745,0.2490054482731998,-0.5674863884258563,-1.3445427069931692,1.4095239131213824,4.327955136454785,-1.0508127818430577,2.2472013205576333,-0.7797333661925466,0.4340347453024516
2025-06-18 16:00:00,2025-06-18,-1.2326182673318888,-0.715729106114329,0.1788623074439372,-1.0454515325797047,0.9540176574591266,-0.1621005155237932,-0.6311010605557275,-1.3267001151315307,1.091563765895014,2.3733981875526946,-0.6141673027224412,1.7082457585631077,-1.1520689569117064,0.3793327197938776
2025-06-18 17:00:00,2025-06-18,-1.3741894927202432,-0.3753232836843744,0.1788623074439372,-1.0454515325797047,0.735971708273781,0.0398632849225039,-0.4787774932184036,-1.3233754085734613,1.1151163693932635,-0.243459717101822,-0.7014963985465645,2.226472260480921,-1.081147892012819,-0.0648492011599727
2025-06-18 18:00:00,2025-06-18,-1.422476801276207,-0.0100228396832731,0.1788623074439372,-1.0454515325797047,-0.0237541650934552,0.3226606357971747,-0.1779624019671294,-1.3335711753515405,1.1739978781388871,-0.243459717101822,-0.8324900422827495,-1.1420000019848662,-0.7088123012936589,0.2124766799796694
2025-06-18 19:00:00,2025-06-18,-1.3741894927202432,0.3552776043178283,0.1788623074439372,-1.0454515325797047,-0.7782243127251434,0.7252433014149419,0.3244346825917303,-1.326810938683466,1.091563765895014,-0.243459717101822,-0.7451609464586262,-0.976167521371166,0.0003983476952172,0.4381836919422508
2025-06-18 20:00:00,2025-06-18,-1.232618267331889,0.6956834267477828,0.1788623074439372,-1.0454515325797047,-0.0646351461485141,0.1867177256600155,0.2098358955013871,-1.3099657587892484,0.8442614291633942,-0.243459717101822,-0.3958445631621329,-0.7999705107191094,-0.6733517688442152,0.5205279140229709
2025-06-18 21:00:00,2025-06-18,-1.0074109701638505,0.9879965333552064,0.1788623074439372,-1.0454515325797047,0.1214435164458221,0.0481002575412582,0.2066104917047353,-1.3249269383005602,0.5969590924317746,-0.243459717101822,0.0408009159584837,-0.6859606802971905,-0.7974636324172685,0.4380407882353636
2025-06-18 22:00:00,2025-06-18,-0.7139151063454726,1.2122962689950538,0.1788623074439372,-1.0454515325797047,-0.2150685434035688,0.1421144593374039,0.3853832306518525,-1.324372820540882,0.4791960749405271,-0.243459717101822,0.259123655518792,-0.6859606802971905,-0.5669701714958837,1.1557756165197026
2025-06-18 23:00:00,2025-06-18,-0.3721319339711308,1.3532969773563082,0.1788623074439372,-1.0454515325797047,-0.6389232757690185,0.3497886386341872,0.6638511520347568,-1.3127363475876397,0.4085382644457784,-0.243459717101822,0.259123655518792,-0.7170542704122592,-0.1591740483272799,0.6650535453958175
2025-06-19 00:00:00,2025-06-19,-0.0053534114147367,1.4013896931788383,0.1788623074439372,-1.0454515325797047,-0.8415797155237011,0.6033267433783526,0.7073370572023001,-1.289463401681154,0.3496567557001546,-0.243459717101822,0.1717945596946686,-0.8103350407574657,0.1067799450435486,0.0761349545268681
2025-06-19 01:00:00,2025-06-19,0.3614251111416562,1.3532969773563088,0.1788623074439372,-1.0454515325797047,-0.7946555326790548,0.4451759150357521,0.5114508205382826,-1.6839952465720482,0.2789989452054059,-0.243459717101822,0.3027882034308536,-0.8103350407574657,-0.1946345807767238,0.5976105488466186
2025-06-19 02:00:00,2025-06-19,0.7032082835159983,1.2122962689950545,0.1788623074439372,-1.0454515325797047,-0.5898518404674673,0.1814328795922176,0.2619879891364943,-2.1460186345917496,0.137683324215909,-0.243459717101822,0.5647754909032237,-0.7688769206040406,-0.6378912363947714,0.5576253230283897
2025-06-19 03:00:00,2025-06-19,0.9967041473343766,0.9879965333552068,0.1788623074439372,-1.0454515325797047,1.9381606201546937,-0.2986057370974764,-0.3297077251366159,-2.1404774569949674,-0.0036322967735879,-0.243459717101822,0.6957691346394086,0.5992410444589868,-1.3825624178330913,0.5202552171426418
2025-06-19 04:00:00,2025-06-19,1.2219114445024155,0.6956834267477828,0.1788623074439372,-1.0454515325797047,0.9132968253177544,-0.400430980784238,-0.3597188576474319,-2.1432480457933583,-0.0860664090174611,-0.243459717101822,0.8704273262876553,0.682157284765837,-1.258450554260038,0.580435058119085
2025-06-19 05:00:00,2025-06-19,1.3634826698907698,0.3552776043178288,0.1788623074439372,-1.0454515325797047,1.0026180024586857,-0.1634865932857498,-0.1523517362104457,-2.1432480457933583,-0.1331716160139601,-0.243459717101822,0.9577564221117786,-0.6134089700286965,-1.2761808204847598,0.410965687642261
2025-06-19 06:00:00,2025-06-19,1.4117699784467337,-0.0100228396832727,0.1788623074439372,-1.0454515325797047,-0.7750552584182648,0.0721304587809184,0.512166990961979,-2.154330400986923,0.0199203067246614,-0.243459717101822,0.7394336825514702,-0.592679909951984,-0.4960491065969962,0.4989910580243988
2025-06-19 07:00:00,2025-06-19,1.3634826698907698,-0.3753232836843744,0.1788623074439372,-1.0454515325797047,-0.1849867240392896,-0.0481124295372626,0.1814304953518168,-2.1404774569949674,0.2907752469545309,-0.243459717101822,0.4337818471670386,-0.592679909951984,-0.8861149635408779,0.533026313245887
2025-06-19 08:00:00,2025-06-19,1.2219114445024155,-0.7157291061143282,0.1788623074439372,-1.0454515325797047,2.158622261968635,-0.2104570963267026,-0.388826388112006,-2.1404774569949674,0.6205116959300241,-0.243459717101822,-0.0028636319535779,1.8118910589466704,-1.3825624178330913,0.4367541301422882
2025-06-19 09:00:00,2025-06-19,0.9967041473343766,-1.0080422127217523,0.1788623074439372,-1.0454515325797047,0.25716772514551,-0.0467499965629954,-0.6262005300175778,-2.154330400986923,0.8795903344107685,-0.243459717101822,-0.3085154673380095,1.9362654194069453,-1.081147892012819,0.3492241882660937
2025-06-19 10:00:00,2025-06-19,0.7032082835159983,-1.2323419483616,0.1788623074439372,-1.0454515325797047,0.0742657657925048,0.0449270379714304,-0.599239838863522,-2.151559812188532,1.091563765895014,-0.243459717101822,-0.6141673027224412,2.0813688399439334,-1.0102268271139312,0.3129193831061756
2025-06-19 13:00:00,2025-06-19,-0.3721319339711298,-1.3733426567228546,0.1788623074439372,-1.0454515325797047,-1.1185362174085904,-0.5541127958030618,-0.3874214415035697,-2.9093224979616163,1.515510628863505,-0.243459717101822,-1.2254709734913043,0.682157284765837,-1.045687359563375,0.3656840461190554
2025-06-19 23:00:00,2025-06-19,-0.3721319339711308,1.3532969773563082,0.1788623074439372,-1.0454515325797047,-0.7236966624296495,0.0654946090388944,0.4240552277996072,-2.234677476140265,0.4085382644457784,-0.243459717101822,0.3464527513429153,-0.6134089700286965,-0.5847004377206056,0.9027757048866768
2025-06-20 01:00:00,2025-06-20,0.3614251111416562,1.3532969773563088,0.1788623074439372,-1.0454515325797047,-0.7301483324016346,0.2332148840444834,0.2907628088773298,-2.2125127657531363,0.243670039958032,-0.243459717101822,0.6957691346394086,-0.7896059806807532,-0.5669701714958837,1.0880693427307129
2025-06-20 02:00:00,2025-06-20,0.7032082835159983,1.2122962689950545,0.1788623074439372,-1.0454515325797047,-0.5192198825466017,0.1381646267339472,0.2003530188997119,-2.2263657097450915,0.1494596259650339,-0.243459717101822,0.8704273262876553,-0.7688769206040406,-0.7265425675183809,1.1797105036285458
2025-06-20 03:00:00,2025-06-20,0.9967041473343766,0.9879965333552068,0.1788623074439372,-1.0454515325797047,-1.082913574435777,0.1431830746052985,-1.3670176431866703,-2.2457598313338294,0.1259070224667845,0.497799650742456,1.0887500658479636,1.7911619988699576,-0.2655556456756113,1.366662871588689
2025-06-20 04:00:00,2025-06-20,1.2219114445024155,0.6956834267477828,0.1788623074439372,-1.0454515325797047,1.2527661827475094,-0.1196867346556697,-0.3581933061781037,-2.234677476140265,0.0434729102229109,-0.243459717101822,1.3507373533203335,2.3508466209411965,-1.3293716191589255,1.439005823532437
2025-06-20 05:00:00,2025-06-20,1.3634826698907698,0.3552776043178288,0.1788623074439372,-1.0454515325797047,1.3485221692321192,-0.2809128508881316,-0.2114703991858358,-2.276236308116132,0.0199203067246614,-0.243459717101822,1.2634082574962102,-0.053724347957458,-1.3471018853836476,1.5051409261371265
2025-06-20 06:00:00,2025-06-20,1.4117699784467337,-0.0100228396832727,0.1788623074439372,-1.0454515325797047,0.0265009935294708,-0.4675909132818395,0.0031211141420087,-2.2180539433499185,0.1259070224667845,-0.243459717101822,1.0887500658479636,0.1017436026178859,-1.0102268271139312,1.532060025689703
2025-06-20 07:00:00,2025-06-20,1.3634826698907698,-0.3753232836843744,0.1788623074439372,-1.0454515325797047,0.7783215144341149,-0.0952442638235751,-0.1804354127509047,-2.215283354551528,0.2907752469545309,-0.243459717101822,0.7830982304635319,-0.8517931609108907,-1.240720288035316,1.5866928029366825
2025-06-20 08:00:00,2025-06-20,1.2219114445024155,-0.7157291061143282,0.1788623074439372,-1.0454515325797047,0.9568251097259928,-0.1634865932857499,-0.5070637140627862,-2.2069715881563536,0.5851827906826497,-0.243459717101822,0.3027882034308536,1.8118910589466704,-1.2761808204847598,1.6043357846975066
2025-06-20 09:00:00,2025-06-20,0.9967041473343766,-1.0080422127217523,0.1788623074439372,-1.0454515325797047,-0.6187005485762334,0.4627210749806089,-0.3921907443072396,-1.9829971896944167,0.8678140326616436,-0.243459717101822,-0.3521800152500712,2.3715756810179087,-0.5315096390464399,1.4586708283278014
